운용사명,상품명,1개월누적수익률(퍼센트),3개월누적수익률(퍼센트),6개월누적수익률(퍼센트),12개월누적수익률(퍼센트),펀드등급,펀드유형,선취수수료(퍼센트),총보수(퍼센트)
우리자산운용,우리프랭클린미국바이오헬스케어A,-5.46,0,0,0,2,재간접투자,1,0.84
우리자산운용,우리프랭클린미국바이오헬스케어Ae,-5.43,0,0,0,2,재간접투자,0.5,0.49
우리자산운용,우리프랭클린미국바이오헬스케어C,-5.48,0,0,0,2,재간접투자,0,1.14
우리자산운용,우리프랭클린미국바이오헬스케어CP,-5.47,0,0,0,2,재간접투자,0,0.94
우리자산운용,우리프랭클린미국바이오헬스케어CW,0,0,0,0,2,재간접투자,0,0.14
우리자산운용,우리프랭클린미국바이오헬스케어Ce,-5.44,0,0,0,2,재간접투자,0,0.64
우리자산운용,우리하이플러스채권1호(채권)A(선취무),0.24,1,2.23,4.7,5,채권형,0,0.59
우리자산운용,우리하이플러스채권1호(채권)A-e(선취무),0.26,1.05,2.34,4.91,5,채권형,0,0.391
우리자산운용,우리하이플러스채권1호(채권)B(선취유),0.26,1.05,2.34,4.91,5,채권형,0.3,0.392
우리자산운용,우리하이플러스채권1호(채권)C-P1,0.25,1.03,2.3,4.83,5,채권형,0,0.471
우리자산운용,우리하이플러스채권1호(채권)C-P1e,0.26,1.07,2.37,4.98,5,채권형,0,0.331
우리자산운용,우리하이플러스채권1호(채권)C-W,0.27,1.1,2.44,1.66,5,채권형,0,0.192
유리자산운용,유리글로벌Top10주식과단기채(채혼)A,1.61,3.09,4.22,13.08,4,채권혼합형,0.7,0.705
유리자산운용,유리글로벌Top10주식과단기채(채혼)A-e,1.63,3.13,4.3,13.25,4,채권혼합형,0.35,0.555
유리자산운용,유리글로벌Top10주식과단기채(채혼)C,1.58,2.99,4.01,12.63,4,채권혼합형,0,1.105
유리자산운용,유리글로벌Top10주식과단기채(채혼)C-P2,1.6,3.05,1.47,9.99,4,채권혼합형,0,0.885
유리자산운용,유리글로벌Top10주식과단기채(채혼)C-P2e,1.62,3.11,4.26,13.15,4,채권혼합형,0,0.645
유리자산운용,유리글로벌Top10주식과단기채(채혼)C-W,1.64,3.17,4.38,13.42,4,채권혼합형,0,0.405
유리자산운용,유리글로벌Top10주식과단기채(채혼)C-e,1.61,3.08,4.2,13.02,4,채권혼합형,0,0.755
유리자산운용,유리글로벌거래소증권(주식)A,-0.34,6.38,16.23,18.03,3,주식형,1,1.685
유리자산운용,유리글로벌거래소증권(주식)Ae,-0.3,6.5,16.48,18.55,3,주식형,0.5,1.235
유리자산운용,유리글로벌거래소증권(주식)C,-0.36,6.33,16.11,17.8,3,주식형,0,1.885
유리자산운용,유리글로벌거래소증권(주식)C-W,-0.26,6.62,16.74,19.08,3,주식형,0,0.785
유리자산운용,유리글로벌거래소증권(주식)Ce,-0.31,6.47,16.42,18.43,3,주식형,0,1.335
유리자산운용,유리필라델피아반도체인덱스H(주식)A,5.46,-2.41,-6.94,16.53,1,주식형,1,1.16
유리자산운용,유리필라델피아반도체인덱스H(주식)A-e,5.48,-2.34,-6.82,16.83,1,주식형,0.5,0.91
유리자산운용,유리필라델피아반도체인덱스H(주식)C,5.42,-2.53,-7.19,15.94,1,주식형,0,1.66
유리자산운용,유리필라델피아반도체인덱스H(주식)C-P2,5.45,-2.42,-6.97,16.47,1,주식형,0,1.21
유리자산운용,유리필라델피아반도체인덱스H(주식)C-P2e,5.48,-2.35,-6.83,16.8,1,주식형,0,0.93
유리자산운용,유리필라델피아반도체인덱스H(주식)C-W,5.5,-2.28,-6.69,17.13,1,주식형,0,0.66
유리자산운용,유리필라델피아반도체인덱스H(주식)C-e,5.46,-2.4,-6.94,16.54,1,주식형,0,1.15
유리자산운용,유리필라델피아반도체인덱스UH(주식)A,10.3,6.87,-1.44,32.47,1,주식형,1,1.16
유리자산운용,유리필라델피아반도체인덱스UH(주식)A-e,10.32,6.93,-1.32,32.8,1,주식형,0.5,0.91
유리자산운용,유리필라델피아반도체인덱스UH(주식)C,10.25,6.73,-1.69,31.81,1,주식형,0,1.66
유리자산운용,유리필라델피아반도체인덱스UH(주식)C-P2,10.29,6.85,-1.48,32.39,1,주식형,0,1.21
유리자산운용,유리필라델피아반도체인덱스UH(주식)C-P2e,10.32,6.93,-1.33,32.77,1,주식형,0,0.93
유리자산운용,유리필라델피아반도체인덱스UH(주식)C-W,10.34,7,-1.19,33.14,1,주식형,0,0.66
유리자산운용,유리필라델피아반도체인덱스UH(주식)C-e,10.3,6.87,-1.44,32.48,1,주식형,0,1.15
유진자산운용,유진챔피언공모주1호[주식혼합]A,-1.95,-1.59,-1.1,1.3,5,주식혼합형,0.5,1.35
유진자산운용,유진챔피언공모주1호[주식혼합]A2,-1.92,-1.52,-0.95,1.6,5,주식혼합형,0.8,1.05
유진자산운용,유진챔피언공모주1호[주식혼합]C,-1.97,-1.64,-1.2,1.09,5,주식혼합형,0,1.55
유진자산운용,유진챔피언공모주1호[주식혼합]C-E,-1.94,-1.57,-1.05,1.4,5,주식혼합형,0,1.25
유진자산운용,유진챔피언공모주1호[주식혼합]I-1,-1.93,-1.54,-1,1.5,5,주식혼합형,0,1.15
유진자산운용,유진챔피언단기채증권(채권)A,0.35,0.98,1.97,4.25,6,채권형,0.1,0.3
유진자산운용,유진챔피언단기채증권(채권)A-E,0.36,1,2.03,4.36,6,채권형,0.05,0.194
유진자산운용,유진챔피언단기채증권(채권)A2,0.36,1.01,2.05,4.41,6,채권형,0.3,0.15
유진자산운용,유진챔피언단기채증권(채권)C,0.34,0.95,1.93,4.16,6,채권형,0,0.39
유진자산운용,유진챔피언단기채증권(채권)C-E,0.36,0.99,2,4.31,6,채권형,0,0.239
유진자산운용,유진챔피언단기채증권(채권)C-P1,0.35,0.97,1.96,4.22,6,채권형,0,0.33
유진자산운용,유진챔피언단기채증권(채권)C-Pe,0.36,1,2.02,4.35,6,채권형,0,0.21
유진자산운용,유진챔피언단기채증권(채권)C-W,0.37,1.03,2.08,4.46,6,채권형,0,0.1
유진자산운용,유진챔피언중단기채증권자(채권)A,0.24,1.01,2.26,4.85,5,채권형,0.1,0.32
유진자산운용,유진챔피언중단기채증권자(채권)A-E,0.25,1.03,2.31,4.96,5,채권형,0.05,0.22
유진자산운용,유진챔피언중단기채증권자(채권)A2,0.25,1.05,1.21,0.65,5,채권형,0.3,0.17
유진자산운용,유진챔피언중단기채증권자(채권)C,0.23,0.99,2.21,4.76,5,채권형,0,0.41
유진자산운용,유진챔피언중단기채증권자(채권)C-E,0.24,1.02,2.28,4.91,5,채권형,0,0.265
유진자산운용,유진챔피언중단기채증권자(채권)C-P,0.24,1,-2.22,0.25,5,채권형,0,0.35
유진자산운용,유진챔피언중단기채증권자(채권)C-Pe,0.25,1.03,2.3,4.95,5,채권형,0,0.23
유진자산운용,유진챔피언중단기채증권자(채권)C-W,0.26,1.06,2.36,5.06,5,채권형,0,0.11
이스트스프링자산운용코리아,이스트스프링미국투자적격회사채A,-1.08,-2.44,0.99,0.91,4,재간접투자,0.7,0.85
이스트스프링자산운용코리아,이스트스프링미국투자적격회사채C,-1.12,-2.54,0.79,0.5,4,재간접투자,0,1.25
이스트스프링자산운용코리아,이스트스프링미국투자적격회사채CE,-1.08,-2.43,1.02,0.95,4,재간접투자,0,0.8
이스트스프링자산운용코리아,이스트스프링미국투자적격회사채CW,-1.04,-2.32,1.25,1.41,4,재간접투자,0,0.35
케이비자산운용,KB가치배당40(채권혼합)A,-0.9,-3.39,-6.22,-0.57,4,채권혼합형,0.7,0.955
케이비자산운용,KB가치배당40(채권혼합)C,-0.94,-3.51,-6.45,-1.05,4,채권혼합형,0,1.445
케이비자산운용,KB가치배당40(채권혼합)C-W,-0.86,-3.28,-5.99,-0.11,4,채권혼합형,0,0.505
케이비자산운용,KB가치배당40(채권혼합)Ce,-0.9,-3.4,-6.23,-0.59,4,채권혼합형,0,0.975
케이비자산운용,KB머니마켓액티브(채권)A,0.31,0.91,1.85,0,5,채권형,0.1,0.155
케이비자산운용,KB머니마켓액티브(채권)A-E,0.31,0.92,1.87,0,5,채권형,0.05,0.12
케이비자산운용,KB머니마켓액티브(채권)C,0.3,0.89,1.81,0,5,채권형,0,0.235
케이비자산운용,KB머니마켓액티브(채권)C-E,0.31,0.91,1.85,0,5,채권형,0,0.16
케이비자산운용,KB머니마켓액티브(채권)C-P,0.31,0.89,1.82,0,5,채권형,0,0.212
케이비자산운용,KB머니마켓액티브(채권)C-Pe,0.31,0.91,1.85,0,5,채권형,0,0.148
케이비자산운용,KB머니마켓액티브(채권)C-W,0.32,0.93,1.89,0,5,채권형,0,0.085
케이비자산운용,KB법인용MMF,0.29,0.87,1.8,0,6,MMF(법인),0,0.09
케이비자산운용,KB스타미국S&P500인덱스(H)A,-0.52,4.15,8.01,23.24,2,파생상품,0.8,0.9
케이비자산운용,KB스타미국S&P500인덱스(H)Ae,-0.5,4.19,8.1,23.45,2,파생상품,0.4,0.725
케이비자산운용,KB스타미국S&P500인덱스(H)C,-0.58,3.96,7.6,22.34,2,파생상품,0,1.65
케이비자산운용,KB스타미국S&P500인덱스(H)C-W,-0.49,4.24,8.2,23.67,2,파생상품,0,0.55
케이비자산운용,KB스타미국S&P500인덱스(H)Ce,-0.52,4.12,7.95,23.12,2,파생상품,0,1
케이비자산운용,KB스타미국나스닥100인덱스A,3.53,6.96,7.96,25.09,2,파생상품,0.8,0.9
케이비자산운용,KB스타미국나스닥100인덱스Ae,3.55,7,8.05,25.3,2,파생상품,0.4,0.725
케이비자산운용,KB스타미국나스닥100인덱스C,3.48,6.79,7.61,24.31,2,파생상품,0,1.55
케이비자산운용,KB스타미국나스닥100인덱스CP,3.5,6.84,7.72,24.55,2,파생상품,0,1.35
케이비자산운용,KB스타미국나스닥100인덱스CPe,3.53,6.94,7.93,25.03,2,파생상품,0,0.95
케이비자산운용,KB스타미국나스닥100인덱스CW,3.56,7.05,8.14,25.52,2,파생상품,0,0.55
케이비자산운용,KB스타미국나스닥100인덱스Ce,3.53,6.93,7.9,24.97,2,파생상품,0,1
케이비자산운용,KB스타유로인덱스A,3.57,-2.3,-0.5,9.5,2,파생상품,0.8,0.9
케이비자산운용,KB스타유로인덱스A-E,3.59,-2.26,-0.42,9.69,2,파생상품,0.4,0.73
케이비자산운용,KB스타유로인덱스C,3.51,-2.49,-0.89,8.68,2,파생상품,0,1.66
케이비자산운용,KB스타유로인덱스C-E,3.57,-2.32,-0.55,9.39,2,파생상품,0,1
케이비자산운용,KB스타유로인덱스C-W,3.65,-2.08,-0.04,10.32,2,파생상품,0,0.56
케이비자산운용,KB연금유로인덱스C,3.53,-2.4,-0.7,9.12,2,파생상품,0,1.233
케이비자산운용,KB연금유로인덱스C-E,3.57,-2.29,-0.49,9.56,2,파생상품,0,0.833
케이비자산운용,KB연금이머징인덱스C,-0.85,-9.32,-1.47,3.01,2,파생상품,0,1.233
케이비자산운용,KB연금이머징인덱스C-E,-0.81,-9.23,-1.28,3.42,2,파생상품,0,0.833
케이비자산운용,KB온국민TDF2025(채권혼합-재간접)A,0.48,1.47,4.52,9.37,4,재간접투자,0.5,0.36
케이비자산운용,KB온국민TDF2025(채권혼합-재간접)Ae,0.49,1.5,4.57,9.47,4,재간접투자,0.25,0.27
케이비자산운용,KB온국민TDF2025(채권혼합-재간접)C,0.45,1.39,4.34,9,4,재간접투자,0,0.7
케이비자산운용,KB온국민TDF2025(채권혼합-재간접)C-P,0.46,1.41,4.4,9.12,4,재간접투자,0,0.59
케이비자산운용,KB온국민TDF2025(채권혼합-재간접)C-Pe,0.48,1.47,4.51,9.34,4,재간접투자,0,0.385
케이비자산운용,KB온국민TDF2025(채권혼합-재간접)C-W,0.5,1.52,4.62,9.59,4,재간접투자,0,0.18
케이비자산운용,KB온국민TDF2025(채권혼합-재간접)Ce,0.48,1.45,2.07,6.76,4,재간접투자,0,0.44
케이비자산운용,KB온국민TDF2030(주식혼합-재간접)A,0.87,2.15,5.02,12.37,3,재간접투자,0.7,0.36
케이비자산운용,KB온국민TDF2030(주식혼합-재간접)Ae,0.88,2.17,5.06,12.47,3,재간접투자,0.35,0.27
케이비자산운용,KB온국민TDF2030(주식혼합-재간접)C,0.84,2.06,4.84,11.99,3,재간접투자,0,0.7
케이비자산운용,KB온국민TDF2030(주식혼합-재간접)C-P,0.85,2.09,2.92,10,3,재간접투자,0,0.59
케이비자산운용,KB온국민TDF2030(주식혼합-재간접)C-Pe,0.87,2.14,5,12.34,3,재간접투자,0,0.385
케이비자산운용,KB온국민TDF2030(주식혼합-재간접)Ce,0.87,2.13,4.97,12.28,3,재간접투자,0,0.44
케이비자산운용,KB온국민TDF2035(주식혼합-재간접)A,0.97,2.35,5.06,12.97,3,재간접투자,0.7,0.36
케이비자산운용,KB온국민TDF2035(주식혼합-재간접)Ae,0.99,2.41,5.16,13.2,3,재간접투자,0.35,0.27
케이비자산운용,KB온국민TDF2035(주식혼합-재간접)C,0.94,2.27,4.88,12.58,3,재간접투자,0,0.92
케이비자산운용,KB온국민TDF2035(주식혼합-재간접)C-P,0.95,2.31,4.96,12.75,3,재간접투자,0,0.59
케이비자산운용,KB온국민TDF2035(주식혼합-재간접)C-Pe,0.98,2.38,5.11,13.09,3,재간접투자,0,0.385
케이비자산운용,KB온국민TDF2035(주식혼합-재간접)C-W,1.01,2.46,5.27,13.42,3,재간접투자,0,0.18
케이비자산운용,KB온국민TDF2035(주식혼합-재간접)Ce,0.97,2.36,5.07,13,3,재간접투자,0,0.44
케이비자산운용,KB온국민TDF2040(주식혼합-재간접)A,1.16,2.77,5.43,14.84,3,재간접투자,0.7,0.845
케이비자산운용,KB온국민TDF2040(주식혼합-재간접)Ae,1.19,2.85,5.6,15.19,3,재간접투자,0.35,0.535
케이비자산운용,KB온국민TDF2040(주식혼합-재간접)C,1.13,2.68,4.22,13.32,3,재간접투자,0,1.185
케이비자산운용,KB온국민TDF2040(주식혼합-재간접)C-P,1.15,2.74,5.36,14.67,3,재간접투자,0,0.985
케이비자산운용,KB온국민TDF2040(주식혼합-재간접)C-Pe,1.18,2.83,5.56,15.11,3,재간접투자,0,0.605
케이비자산운용,KB온국민TDF2040(주식혼합-재간접)C-W,1.22,2.93,5.76,15.55,3,재간접투자,0,0.225
케이비자산운용,KB온국민TDF2040(주식혼합-재간접)Ce,1.18,2.81,5.51,15,3,재간접투자,0,0.705
케이비자산운용,KB온국민TDF2045(주식혼합-재간접)A,1.33,3.14,4.54,14.81,3,재간접투자,0.7,0.89
케이비자산운용,KB온국민TDF2045(주식혼합-재간접)Ae,1.35,3.23,5.95,16.53,3,재간접투자,0.35,0.58
케이비자산운용,KB온국민TDF2045(주식혼합-재간접)C,1.3,3.06,4.69,14.78,3,재간접투자,0,1.23
케이비자산운용,KB온국민TDF2045(주식혼합-재간접)C-P,1.31,3.11,5.71,16.01,3,재간접투자,0,1.03
케이비자산운용,KB온국민TDF2045(주식혼합-재간접)C-Pe,1.35,3.21,5.91,16.45,3,재간접투자,0,0.65
케이비자산운용,KB온국민TDF2045(주식혼합-재간접)C-W,1.38,3.31,6.12,16.9,3,재간접투자,0,0.27
케이비자산운용,KB온국민TDF2045(주식혼합-재간접)Ce,1.34,3.18,5.86,16.33,3,재간접투자,0,0.75
케이씨지아이자산운용,KCGI샐러리맨증권자(주식-재간접)A,4.02,12.85,5.11,20.04,3,재간접투자,0.5,0.81
케이씨지아이자산운용,KCGI샐러리맨증권자(주식-재간접)Ae,4.03,12.89,5.2,21.63,3,재간접투자,0.22,0.64
케이씨지아이자산운용,KCGI샐러리맨증권자(주식-재간접)C,4,12.79,5,20.66,3,재간접투자,0,1.01
케이씨지아이자산운용,KCGI샐러리맨증권자(주식-재간접)C-P,4.01,12.83,5.07,20.58,3,재간접투자,0,0.89
케이씨지아이자산운용,KCGI샐러리맨증권자(주식-재간접)C-Pe,4.02,12.85,5.12,21.45,3,재간접투자,0,0.79
케이씨지아이자산운용,KCGI샐러리맨증권자(주식-재간접)Ce,4.03,12.87,5.16,21.55,3,재간접투자,0,0.71
케이씨지아이자산운용,KCGI코리아(주식)A,0.11,-2.06,-5.52,11.1,2,주식형,0.7,1.143
케이씨지아이자산운용,KCGI코리아(주식)C-W,0.15,-1.95,-7.38,9.14,2,주식형,0,0.693
케이씨지아이자산운용,KCGI코리아(주식)C1,0.05,-2.25,-5.89,10.28,2,주식형,0,1.893
케이씨지아이자산운용,KCGI코리아(주식)Ce,0.11,-2.08,-5.54,11.04,2,주식형,0,1.193
키움투자자산운용,키움글로벌차세대IT&네트워크(H)[주식]A,6.78,13.78,11.13,32.86,2,주식형,1,1.65
키움투자자산운용,키움글로벌차세대IT&네트워크(H)[주식]Ae,6.81,13.87,11.33,33.32,2,주식형,0.5,1.3
키움투자자산운용,키움글로벌차세대IT&네트워크(H)[주식]C,6.76,13.7,10.96,32.46,2,주식형,0,1.95
키움투자자산운용,키움글로벌차세대IT&네트워크(H)[주식]C-P,6.79,13.79,11.17,32.95,2,주식형,0,1.58
키움투자자산운용,키움글로벌차세대IT&네트워크(H)[주식]C-Pe,6.82,13.88,11.36,33.37,2,주식형,0,1.26
키움투자자산운용,키움글로벌차세대IT&네트워크(H)[주식]C-W,6.85,13.96,11.53,33.79,2,주식형,0,0.95
키움투자자산운용,키움글로벌차세대IT&네트워크(H)[주식]Ce,6.8,13.83,11.25,33.12,2,주식형,0,1.45
피델리티자산운용,피델리티글로벌테크놀로지(주식-재간접)A-e,1.72,3.56,6.05,18.92,2,재간접투자,0.5,0.512
피델리티자산운용,피델리티글로벌테크놀로지(주식-재간접)C-e,1.7,3.52,5.97,18.74,2,재간접투자,0,0.662
피델리티자산운용,피델리티글로벌테크놀로지(주식-재간접)C1,1.64,3.34,5.6,17.92,2,재간접투자,0,1.362
피델리티자산운용,피델리티글로벌테크놀로지(주식-재간접)PRS,1.69,3.49,5.92,18.62,2,재간접투자,0,0.762
피델리티자산운용,피델리티글로벌테크놀로지(주식-재간접)W,1.74,3.64,6.24,18.56,2,재간접투자,0,0.162
피델리티자산운용,피델리티글로벌테크놀로지(주식-재간접PRSe,1.72,3.57,6.08,18.98,2,재간접투자,0,0.462
피델리티자산운용,피델리티글로벌테크놀로지(주식-재간접형)A,1.69,3.47,5.86,18.51,2,재간접투자,1,0.862
하나자산운용,하나IT코리아청년형(주식)C,-3.53,-14.31,-31.14,-24.76,2,주식형,0,1.802
하나자산운용,하나IT코리아청년형(주식)C-E,-3.49,-14.19,-30.95,-24.36,2,주식형,0,1.302
하나자산운용,하나글로벌리츠A,-6.3,-6.89,4.15,0.06,2,재간접투자,1,1.88
하나자산운용,하나글로벌리츠A-E,-6.26,-6.78,4.38,0.51,2,재간접투자,0.5,1.43
하나자산운용,하나글로벌리츠C-E,-6.29,-6.85,4.22,0.21,2,재간접투자,0,1.73
하나자산운용,하나글로벌리츠C-P,-6.28,-6.83,4.28,0.32,2,재간접투자,0,1.62
하나자산운용,하나글로벌리츠C-PE,-6.25,-6.75,4.44,0.64,2,재간접투자,0,1.3
하나자산운용,하나글로벌리츠C-W,-6.23,-6.67,4.61,0.97,2,재간접투자,0,0.98
하나자산운용,하나글로벌리츠C1,-6.35,-7.03,25.71,20.51,2,재간접투자,0,2.48
하나자산운용,하나글로벌인프라A(주식),-4.59,0.57,11.66,12.19,2,주식형,1,1.87
하나자산운용,하나글로벌인프라A-e(주식),-4.55,0.68,11.9,12.69,2,주식형,0.5,1.42
하나자산운용,하나글로벌인프라C-P(주식),-4.57,0.63,11.8,12.48,2,주식형,0,1.61
하나자산운용,하나글로벌인프라C-Pe(주식),-4.54,0.71,11.98,12.83,2,주식형,0,1.29
하나자산운용,하나글로벌인프라C-e(주식),-4.56,0.67,11.88,12.63,2,주식형,0,1.47
하나자산운용,하나글로벌인프라C1(주식),-4.64,0.42,11.33,11.54,2,주식형,0,2.47
하나자산운용,하나글로벌인프라W(주식),-4.51,0.79,12.15,13.19,2,주식형,0,0.97
한국투자밸류자산운용,한국밸류 10년투자배당A,1.09,-2.63,-9.41,5.34,3,주식형,1,1.288
한국투자밸류자산운용,한국밸류 10년투자배당C,1.04,-2.77,-9.68,4.73,3,주식형,0,1.888
한국투자밸류자산운용,한국밸류 10년투자배당C-P,1.07,-2.69,-9.53,5.08,3,주식형,0,1.538
한국투자밸류자산운용,한국밸류 10년투자배당C-Pe,1.11,-2.57,-9.31,5.57,3,주식형,0,1.058
한국투자밸류자산운용,한국밸류 10년투자배당C-W,1.15,-2.46,-9.09,6.07,3,주식형,0,0.588
한국투자밸류자산운용,한국밸류 10년투자배당Ce,1.11,-2.58,-9.32,5.54,3,주식형,0,1.088
한국투자밸류자산운용,한국밸류10년투자1호(주식)A,1.42,-3.14,0,0,2,주식형,1,1.504
한국투자밸류자산운용,한국밸류10년투자1호(주식)A-E,1.44,-3.05,-10.66,6.89,2,주식형,0.5,1.154
한국투자밸류자산운용,한국밸류10년투자1호(주식)C,1.39,-3.21,-10.96,6.21,2,주식형,0,1.804
한국투자밸류자산운용,한국밸류10년투자1호(주식)C-E,1.43,-3.09,-10.73,6.73,2,주식형,0,1.304
한국투자밸류자산운용,한국밸류10년투자1호(주식)C-W,1.47,-2.97,0,0,2,주식형,0,0.804
한국투자밸류자산운용,한국밸류10년투자1호(채권혼합)A,0.18,-0.29,-1.03,3.92,5,채권혼합형,0.5,0.924
한국투자밸류자산운용,한국밸류10년투자1호(채권혼합)A-E,0.2,-0.23,-0.91,4.18,5,채권혼합형,0.25,0.674
한국투자밸류자산운용,한국밸류10년투자1호(채권혼합)C,0.15,-0.39,-1.23,3.51,5,채권혼합형,0,1.324
한국투자밸류자산운용,한국밸류10년투자1호(채권혼합)C-E,0.18,-0.28,-1.01,3.98,5,채권혼합형,0,0.874
한국투자밸류자산운용,한국밸류10년투자1호(채권혼합)C-P,0.15,-0.37,-1.18,3.62,5,채권혼합형,0,1.224
한국투자밸류자산운용,한국밸류10년투자1호(채권혼합)C-Pe,0.19,-0.27,-0.98,4.03,5,채권혼합형,0,0.824
한국투자밸류자산운용,한국밸류10년투자1호(채권혼합)C-W,0.22,-0.17,0,0,5,채권혼합형,0,0.424
한국투자밸류자산운용,한국밸류10년투자어린이1호(주식)A,6.07,-2.6,-15.26,2.04,2,주식형,1,1.048
한국투자밸류자산운용,한국밸류10년투자어린이1호(주식)C,6.05,-2.65,-15.34,1.84,2,주식형,0,1.248
한국투자신탁운용,한국네비게이터증권형A(주식),-0.06,-7.67,-15.41,-4.62,2,주식형,1,1.6
한국투자신탁운용,한국네비게이터증권형A-G(주식),-0.04,-7.6,-15.28,-4.35,2,주식형,0.7,1.33
한국투자신탁운용,한국네비게이터증권형Ae(주식),-0.02,-7.56,-15.2,-4.18,2,주식형,0.5,1.15
한국투자신탁운용,한국네비게이터증권형C-E(주식),-0.07,-7.69,-15.44,-4.7,2,주식형,0,1.68
한국투자신탁운용,한국네비게이터증권형C-F(주식),-0.91,-8.32,-15.79,-4.66,2,주식형,0,0.73
한국투자신탁운용,한국네비게이터증권형C-W(주식),0.02,-7.45,-14.99,-3.74,2,주식형,0,0.7
한국투자신탁운용,한국네비게이터증권형C1(주식),-0.11,-7.81,-15.67,-5.18,2,주식형,0,2.2
한국투자신탁운용,한국삼성그룹적립식1호(주식)C-E,-3.63,-13.3,-17.21,-17.65,2,주식형,0,1.26
한국투자신탁운용,한국삼성그룹적립식1호(주식)C1,-3.72,-13.53,-17.65,-18.51,2,주식형,0,2.26
한국투자신탁운용,한국투자 신종개인용MMF 5호,0.27,0.82,1.7,3.51,6,MMF(개인),0,0.28
한국투자신탁운용,한국투자TDF알아서(채권혼합-재간접)A,-0.19,0.61,3.35,8.01,4,재간접투자,1,0.444
한국투자신탁운용,한국투자TDF알아서(채권혼합-재간접)Ae,-0.18,0.63,3.4,8.12,4,재간접투자,0.5,0.344
한국투자신탁운용,한국투자TDF알아서(채권혼합-재간접)C,-0.22,0.52,3.17,7.65,4,재간접투자,0,0.784
한국투자신탁운용,한국투자TDF알아서(채권혼합-재간접)C-P,-0.21,0.54,3.2,7.7,4,재간접투자,0,0.734
한국투자신탁운용,한국투자TDF알아서(채권혼합-재간접)C-Pe,-0.19,0.6,3.32,7.96,4,재간접투자,0,0.489
한국투자신탁운용,한국투자TDF알아서(채권혼합-재간접)C-W,-0.16,0.68,3.49,8.33,4,재간접투자,0,0.244
한국투자신탁운용,한국투자TDF알아서(채권혼합-재간접)Ce,-0.19,0.59,3.31,7.94,4,재간접투자,0,0.514
한국투자신탁운용,한국투자TDF알아서2020(채혼-재간접)A,-0.18,0.64,3.34,8.46,4,재간접투자,1,0.444
한국투자신탁운용,한국투자TDF알아서2020(채혼-재간접)Ae,-0.17,0.67,3.39,8.57,4,재간접투자,0.5,0.344
한국투자신탁운용,한국투자TDF알아서2020(채혼-재간접)C,-0.21,0.56,3.17,8.1,4,재간접투자,0,0.784
한국투자신탁운용,한국투자TDF알아서2020(채혼-재간접)C-P,-0.21,0.57,3.18,8.14,4,재간접투자,0,0.734
한국투자신탁운용,한국투자TDF알아서2020(채혼-재간접)C-Pe,-0.19,0.63,3.31,8.41,4,재간접투자,0,0.489
한국투자신탁운용,한국투자TDF알아서2020(채혼-재간접)C-W,-0.16,0.69,3.44,8.68,4,재간접투자,0,0.244
한국투자신탁운용,한국투자TDF알아서2020(채혼-재간접)Ce,-0.19,0.62,3.3,8.38,4,재간접투자,0,0.514
한국투자신탁운용,한국투자TDF알아서2025(주혼-재간접)A,-0.22,0.64,3.37,8.81,4,재간접투자,1,0.444
한국투자신탁운용,한국투자TDF알아서2025(주혼-재간접)Ae,-0.21,0.67,3.43,8.92,4,재간접투자,0.5,0.344
한국투자신탁운용,한국투자TDF알아서2025(주혼-재간접)C,-0.25,0.55,3.2,8.45,4,재간접투자,0,0.784
한국투자신탁운용,한국투자TDF알아서2025(주혼-재간접)C-P,-0.24,0.57,3.22,8.5,4,재간접투자,0,0.734
한국투자신탁운용,한국투자TDF알아서2025(주혼-재간접)C-Pe,-0.22,0.63,3.35,8.77,4,재간접투자,0,0.489
한국투자신탁운용,한국투자TDF알아서2025(주혼-재간접)C-W,-0.2,0.69,3.49,9.05,4,재간접투자,0,0.244
한국투자신탁운용,한국투자TDF알아서2025(주혼-재간접)Ce,-0.22,0.62,3.34,8.74,4,재간접투자,0,0.514
한국투자신탁운용,한국투자TDF알아서2030(주혼-재간접)A,-0.38,0.7,3.46,10.64,3,재간접투자,1,0.444
한국투자신탁운용,한국투자TDF알아서2030(주혼-재간접)Ae,-0.37,0.73,3.51,10.75,3,재간접투자,0.5,0.344
한국투자신탁운용,한국투자TDF알아서2030(주혼-재간접)C,-0.41,0.62,3.28,10.27,3,재간접투자,0,0.784
한국투자신탁운용,한국투자TDF알아서2030(주혼-재간접)C-P,-0.41,0.63,3.3,10.33,3,재간접투자,0,0.734
한국투자신탁운용,한국투자TDF알아서2030(주혼-재간접)C-Pe,-0.39,0.69,3.43,10.59,3,재간접투자,0,0.489
한국투자신탁운용,한국투자TDF알아서2030(주혼-재간접)C-W,-0.36,0.76,3.56,10.87,3,재간접투자,0,0.244
한국투자신탁운용,한국투자TDF알아서2030(주혼-재간접)Ce,-0.39,0.69,3.42,10.57,3,재간접투자,0,0.514
한국투자신탁운용,한국투자TDF알아서2035(주혼-재간접)A,-0.54,0.69,3.39,11.83,3,재간접투자,1,0.656
한국투자신탁운용,한국투자TDF알아서2035(주혼-재간접)Ae,-0.52,0.74,3.5,12.07,3,재간접투자,0.5,0.336
한국투자신탁운용,한국투자TDF알아서2035(주혼-재간접)C,-0.57,0.6,3.21,11.46,3,재간접투자,0,0.996
한국투자신탁운용,한국투자TDF알아서2035(주혼-재간접)C-P,-0.56,0.62,3.25,11.55,3,재간접투자,0,0.726
